env.step/dt,env.step/fps,env.step/psps,env.step/total_steps,env.step/cpu_mem_use,env.step/gpu_mem_use,env.step+env.reset/dt,env.step+env.reset/fps,env.step+env.reset/psps,env.step+env.reset/total_steps,env.step+env.reset/cpu_mem_use,env.step+env.reset/gpu_mem_use,env_id,obs_mode,num_envs,control_mode,gpu_type,num_cameras,camera_width,camera_height
9.45629596710205,27071.910702732905,105.7496511825504,1000,3025575936,6128664576,9.77305793762207,26194.462535058763,102.3221192775733,1000,3025772544,6221791232,CartpoleBalanceBenchmark-v1,rgb,256,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,160.0,160.0
10.481711626052856,24423.49199568688,95.40426560815186,1000,3166777344,6590431232,10.504542112350464,24370.41017704276,95.19691475407328,1000,3166973952,6659637248,CartpoleBalanceBenchmark-v1,rgb,256,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,224.0,224.0
12.62192153930664,20282.173296892703,79.22723944098712,1000,3143622656,6690111488,12.526290893554688,20437.015408266063,79.83209143853931,1000,3144015872,6718226432,CartpoleBalanceBenchmark-v1,rgb,256,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,256.0,256.0
22.451334714889526,11402.440133335283,44.54078177084095,1000,4071583744,8845852672,23.80639839172364,10753.411573965728,42.005513960803626,1000,4071780352,9231400960,CartpoleBalanceBenchmark-v1,rgb,256,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,512.0,512.0
15.250468015670776,33572.74015944226,65.57175812391067,1000,3756179456,8555593728,14.900424718856812,34361.43664764487,67.11218095243139,1000,3756179456,8566669312,CartpoleBalanceBenchmark-v1,rgb,512,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,80.0,80.0
19.824779987335205,25826.263914509233,50.441921708025845,1000,4004249600,8959754240,19.7257399559021,25955.933777115697,50.695183158429096,1000,4004446208,8997371904,CartpoleBalanceBenchmark-v1,rgb,512,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,160.0,160.0
19.36048913002014,26445.61284384592,51.65158758563656,1000,4132728832,9502785536,20.01753830909729,25577.57063301402,49.95619264260551,1000,4132925440,9621995520,CartpoleBalanceBenchmark-v1,rgb,512,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,224.0,224.0
21.14335870742798,24215.64175705569,47.2961753067494,1000,4293668864,9689694208,21.07779335975647,24290.96780963582,47.44329650319496,1000,4293865472,9840427008,CartpoleBalanceBenchmark-v1,rgb,512,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,256.0,256.0
42.84310793876648,11950.58025976491,23.34097706985334,1000,6102872064,14064615424,43.02820611000061,11899.171410750518,23.240569161622105,1000,6103265280,14740946944,CartpoleBalanceBenchmark-v1,rgb,512,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,512.0,512.0
28.09700322151184,36445.16790374275,35.59098428099878,1000,5511757824,13453688832,28.233184576034542,36269.37645812765,35.41931294739028,1000,5511954432,13489340416,CartpoleBalanceBenchmark-v1,rgb,1024,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,80.0,80.0
31.21076393127441,32809.19372094932,32.04022824311457,1000,5625819136,14320533504,30.269952058792114,33828.92704987196,33.03606157214059,1000,5626015744,14050590720,CartpoleBalanceBenchmark-v1,rgb,1024,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,128.0,128.0
32.31287741661072,31690.152096253856,30.947414156497903,1000,5801480192,14681899008,32.41084861755371,31594.35940981199,30.85386661114452,1000,5801873408,14807203840,CartpoleBalanceBenchmark-v1,rgb,1024,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,160.0,160.0
37.70211482048035,27160.280129531304,26.52371106399541,1000,6256087040,15496708096,37.88214659690857,27031.2031389363,26.39765931536748,1000,6256480256,15750135808,CartpoleBalanceBenchmark-v1,rgb,1024,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,224.0,224.0
41.05447721481323,24942.46838516608,24.357879282388744,1000,6560514048,16095117312,41.20413661003113,24851.87372548192,24.26940793504093,1000,6560907264,16436035584,CartpoleBalanceBenchmark-v1,rgb,1024,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,1.0,256.0,256.0
0.949897289276123,4210.981592597483,1052.7453981493709,1000,1899872256,3398303744,0.9340908527374268,4282.238701168827,1070.5596752922067,1000,1900068864,3396730880,CartpoleBalanceBenchmark-v1,state,4,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,,,
0.9151818752288818,17482.86371602201,1092.6789822513756,1000,1913561088,3348758528,0.9087622165679932,17606.365788869578,1100.3978618043486,1000,1913757696,3349020672,CartpoleBalanceBenchmark-v1,state,16,pd_joint_delta_pos,NVIDIA GeForce RTX 4090,,,
