env.step/dt,env.step/fps,env.step/psps,env.step/total_steps,env.step/cpu_mem_use,env.step/gpu_mem_use,env.step+env.reset/dt,env.step+env.reset/fps,env.step+env.reset/psps,env.step+env.reset/total_steps,env.step+env.reset/cpu_mem_use,env.step+env.reset/gpu_mem_use,env_id,obs_mode,num_envs,control_mode,gpu_type,num_cameras,camera_width,camera_height
1.6341896057128906,2447.6963909307574,611.9240977326893,1000,2075123712,1555496960,1.6298580169677734,2454.201506117505,613.5503765293763,1000,2075254784,1555496960,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,80.0,80.0
1.6766560077667236,2385.701051062901,596.4252627657253,1000,2062434304,1555496960,1.6490402221679688,2425.653386878132,606.4133467195329,1000,2062434304,1555496960,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,128.0,128.0
1.6660208702087402,2400.930307372938,600.2325768432345,1000,2059792384,1555496960,1.6582863330841064,2412.128665717662,603.0321664294155,1000,2060054528,1555496960,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,160.0,160.0
1.7049922943115234,2346.051658617731,586.5129146544327,1000,2077995008,1555496960,1.6920206546783447,2364.0373354428143,591.0093338607036,1000,2078126080,1557594112,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,224.0,224.0
1.718825340270996,2327.170717281458,581.7926793203645,1000,2067005440,1557594112,1.7167227268218994,2330.020997278368,582.5052493195918,1000,2067267584,1557594112,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,256.0,256.0
1.955138683319092,2045.890674726716,511.472668681679,1000,2113847296,1563885568,1.95503568649292,2045.998458051413,511.49961451285327,1000,2113978368,1584857088,CartpoleBalanceBenchmark-v1,rgb,4,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,512.0,512.0
2.0413880348205566,7837.8043405189455,489.8627712824341,1000,2098601984,1691811840,2.0468461513519287,7816.904064544423,488.5565040340264,1000,2098733056,1691811840,CartpoleBalanceBenchmark-v1,rgb,16,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,80.0,80.0
2.1517679691314697,7435.745967748637,464.7341229842898,1000,2123182080,1693908992,2.108620405197144,7587.899633601475,474.2437271000922,1000,2123444224,1693908992,CartpoleBalanceBenchmark-v1,rgb,16,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,128.0,128.0
2.1674273014068604,7382.023835177551,461.3764896985969,1000,2139537408,1691811840,2.157029867172241,7417.607073273957,463.6004420796223,1000,2139668480,1693908992,CartpoleBalanceBenchmark-v1,rgb,16,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,160.0,160.0
2.2808024883270264,7015.074773851214,438.44217336570085,1000,2118774784,1691811840,2.3067967891693115,6936.024913473924,433.50155709212027,1000,2118905856,1691811840,CartpoleBalanceBenchmark-v1,rgb,16,pd_joint_delta_pos,NVIDIA GeForce RTX 3080 Laptop GPU,1.0,224.0,224.0
